quote,tags
العيب في دراسة التاريخ اننا أحياناً نـطالع صفحاته لنقرأ أنباء الانتصارات و الهزائم ، و أخبار المواليد و الوفيات ... و لـكن التاريخ شئ آخر وراء هذا الظاهر ، وهو أن تعرف ما المقدمات التي انتظمت حتى انتهت بالنصر أو الهزيمة .,تاريخ
انثروا القمح على رؤوس الجبال لكي لا يقال جاع طير في بلاد المسلمين.,تاريخ
التسامح الحق لا يستلزم نسيان الماضي بالكامل.,تاريخ
هناك سبب وجيه لحقيقة أن لا أحد يدرس التاريخ، وهو أنه يعلمك أكثر من اللازم.,تاريخ
لم يكن أهل الخير في عصر من عصور التاريخ أكثر عدداً من أهل الشرك أو يساوونهم ، و لكن عصور الخير هي التي تـمكن فيها أهل الخير من توجيه دفتها .,تاريخ
ان التاريخ هو ذاكرة الامم ، أو معمل كبير لتجارب البشرية ، يحفل بمعادلات النجاح لمن يحسن صياغتها .,تاريخ
أشخاص عديدون خلـدوا أسماءهم عبر التاريخ ... لكن الذين انطلقوا من نوايا صادقة الله عز وجل و قرنوا اعمالهم بما يرضيه سبحانه ، هم فقط من كان لهم ثقلهم في سجلات الإنسانية ، كما ضمنوا اجورهم في الآخرة باذن الله تعالى .,تاريخ
ان التنافس مع الذات هو افضل تنافس في العالم ، فكلما تنافس الإنسان مع نفسه كلما تطور ، بحيث لا يكون اليوم كما كان بالامس ، و لا يكون غدا كما هو اليوم .,تاريخ
كل شئ يكون مضحكاً طالما يحدث لشخص آخر .,تاريخ
إن الذين لا يعتبرون من أخطاء الماضي مكتوب عليهم تكرارها مرة أخرى .,تاريخ
الأعوام تغير الكثير .. إنها تبدل تضاريس الجبال .. فكيف لا تبدل شخصيتك .,تاريخ
إن واجبنا هو أن نميِّز بدقة اللحظةَ التاريخية التي نعيشها وأن نزجَّ بقدراتنا الصغيرة في معركة محددة.,تاريخ
ما يبدو قمة السخافة في عصر ما، يصبح عادة قمة الحكمة في العصر الذي يليه .,تاريخ
التجديد له منظومة تعتمد على النهوض بمبادئنا و قيمنا من خلال اساليب جديدة .,تجديد
إن العبقريّة إذا لم تتغذى بغذاء ‫‏القراءة؛ خليق بها أن تجف وتذبل، وإن ‫‏الذكاء إذا لم يلازمه الاطلاع؛ يتحول إلى هباء.,تجديد
الإبداع لا بد له من إعداد جيد ، و مران مستمر، و جهد عنيف في التدريب و اكتساب المهارات اللازمة ، كي يصير المرء قادراً على بلورة أفكاره و تشكيلها و تحقيقها في مجال معين .,تجديد
حينما تصبح مبدعاً ، لن ترى بعدها الامور في العالم كما يراها الاشخاص العاديون .,تجديد
إذا كنت قد اكتشفت أية اكتشافات ذات قيمة ، فلقد حدث ذلك جراء الانتباه الصبور أكثر من أية مهارة اخرى .,تجديد
رحلة الاستكشاف الحقيقية لا تستلزم الذهاب لأراض جديدة ، بل تستلزم الرؤية بعيون جديدة .,تجديد
العبقرية هي شرارة تهبط في الوقت الملائم على رأس الشخص المختار .,تجديد
العباقرة ... شهب كتب عليها ان تحترق لانارة شعوبها .,تجديد
نحن أشبه بالمتحف، إذ يتعين علينا أن نقدم للناس تحفاً قديمة في اطار عصري .,تجديد
استوعب كل ما هو مفيد ، و اضف الى نفسك أشياء من اختراعك .,تجديد
المهارة تصيب هدفا لا يمكن لأحد أن يصيبه ، أما العبقرية فتصيب هدفا لا يمكن لأحد أن يراه .,تجديد
العبقرية قدرة غير محدودة على احتمال بذل الجهد .,تجديد
جعل البسيط معقدا هو امر شائع ؛ و لكن جعل المعقد بسيطا ، فهذا هو الإبداع.,تجديد
لو ان الحاجة هي ام الاختراع ، فان عدم الرضا هو أبو التقدم .,تجديد
إن أول التجديد هو أن نقتل القديم بحثاً .,تجديد
كل عبقري إنما تقوم عبقريته على إحداث تغيير في جانب من جوانب الحياة في المجتمع.,تجديد
الاختلاف يسود دائما وقتما و أينما سادت قوة الشخصية ، و كم الاختلاف في مجتمع ما يتناسب غالبا مع كم العبقرية والنشاط العقلي والشجاعة في هذا المجتمع .,تجديد
لا تأخذ المعارف كقالب جامد ، عليك ان تضيف لها لمستك الخاصة .,تجديد
الموهوب يفعل ما يستطيع فعله ، و العبقري يفعل ما يجب فعله .,تجديد
العبقرية بلا تعليم كالفضة في المنجم .,تجديد
متى تفتح عقل الإنسان بفكرة جديدة ، فلن يعود ابداً الى آفاقه الاصلية .,تجديد
الخيال أهم من المعرفة .,تجديد
كل الاكتشافات و الاختراعات التي نشهدها في الحاضر، تم الحكم عليها قبل اكتشافها أو اختراعها بأنها مستحيلة .,تجديد
الموهوبون يجدون الحلول ، أما العباقرة فيكتشفون الإشكاليات .,تجديد
ليس الامر أني عبقري ، كل ما هنالك اني اكافح مع المشاكل لفترة أطول .,تجديد
لا يهم كيف تستخرج الفكرة ، المهم أين ستضعها .,تجديد
عندما تظهر العبقرية الحقيقية في هذا العالم فعلامتها أن يتآمر كل الأغبياء ضدها .,تجديد
لا يمكن للمرء أن يصنع حذاءً بإتقان إلا إذا صنعه بإخلاص.,تجديد
كم هو رائع أن نتصادف مع معضلة، فالآن فقط نستطيع أن نأمل في تحقيق بعض التطور.,تجديد
ان القيام بخطوة جديدة أو التلفظ بكلمة جديدة هو أكثر ما يخشاه الناس .,تجديد
سر العبقرية هو أن تحتفظ بروح الطفولة إلى سن الشيخوخة ، مـا يعني ألا تفقد حماسك أبداً .,تجديد
يستطيع أي أحمقٍ جعل الأشياء تبدو أكبر و أعقد ، لكنك تحتاج إلى عبقري شجاع لجعلها تبدو عكس ذلك .,تجديد
الإبداع .. هو النظر الى المألوف بطريقة غير مألوفة .,تجديد
لكي تخترع انت بحاجة الى مخيلة جيدة و كومة خردة .,تجديد
ليس هناك اكثر من خمسة الوان اساسية ، و لكن مزجها يعطينا ألواناً اكثر مما يمكن رؤيتها .,تجديد
تكره الجامعات العباقرة كما تكره الأديرة القديسين .,تجديد
معرفة كيفية عمل شيء بإتقان يعني الاستمتاع به.,تجديد
الخيال سمة الإنسان المنتج .,تجديد
وهكذا مع شروق الشمس ورشقات الأوراق العظيمة التي تنمو على الأشجار ، تمامًا كما تنمو الأشياء في الأفلام السريعة ، كان لدي اقتناع مألوف بأن الحياة بدأت من جديد مع الصيف.,تجديد
التقدم في العمر إلزامي ، أما التقدم في المستوى فهو اختياري .,تجديد
لا نملك المال ، لذا فعلينا أن نفكر .,تجديد
سر العبقرية هو أن تحمل روح الطفولة إلى الشيخوخة، ما يعني عدم فقدان الحماس أبدا.,تجديد
في التفكير الإبداعي ليس مشكلة أن تكون على خطأ و أنت في طريقك إلى الحل؛ لأنه قد يكون من الضروري أن تمر فـي منطقة خطأ كي تصل إلى موقف يمكنك رؤية الممر الصحيح من خلاله .,تجديد
الحاجة أم الاختراع .,تجديد
العبقرية %1 منها الهـام ، و %99 جهد و تعب .,تجديد
لا شئ يمكن ابداعه من لاشئ .,تجديد
القدرة على ربط الامور بطريقة غريبة هي محور الابداع الذهني بغض النظر عن المجال .,تجديد
عندما كنا أطفالاً صغاراً ، كنا مبدعيـن و مغامـرين ، كنا نلعب و نجرب و نتساءل ، و نستخدم خيالنا بشكل عجيب .. و عندما كـبرنا ، تعلـمنا أن نـسير جميعاً على نفس الطريق ، و تجاهلنا طريق التميز الذي لم يطرقه أحد .,تجديد
